question_id,split_name,task_family,answer_source
3309,multi_train,multi,Multi-Image Spans
3314,multi_train,multi,Cross-Image Synthesis
3315,multi_train,multi,Multi-Image Spans
3310,multi_train,multi,Non-Span
3311,multi_train,multi,Cross-Image Synthesis
3312,multi_train,multi,Non-Span
3313,multi_train,multi,Multi-Image Spans
3987,multi_train,multi,Non-Span
3990,multi_train,multi,Multi-Image Spans
3991,multi_train,multi,Multi-Image Spans
6131,multi_train,multi,Multi-Image Spans
6132,multi_train,multi,Non-Span
7312,multi_train,multi,Cross-Image Synthesis
7313,multi_train,multi,Multi-Image Spans
7310,multi_train,multi,Multi-Image Spans
7311,multi_train,multi,Non-Span
7303,multi_train,multi,Multi-Image Spans
7306,multi_train,multi,Cross-Image Synthesis
7307,multi_train,multi,Multi-Image Spans
165,multi_train,multi,Multi-Image Spans
167,multi_train,multi,Multi-Image Spans
168,multi_train,multi,Multi-Image Spans
8989,multi_train,multi,Multi-Image Spans
8986,multi_train,multi,Multi-Image Spans
8987,multi_train,multi,Cross-Image Synthesis
278,multi_train,multi,Non-Span
279,multi_train,multi,Cross-Image Synthesis
280,multi_train,multi,Cross-Image Synthesis
281,multi_train,multi,Multi-Image Spans
282,multi_train,multi,Non-Span
2914,multi_train,multi,Cross-Image Synthesis
2915,multi_train,multi,Non-Span
2906,multi_train,multi,Cross-Image Synthesis
2909,multi_train,multi,Non-Span
2911,multi_train,multi,Multi-Image Spans
2913,multi_train,multi,Multi-Image Spans
956,multi_train,multi,Multi-Image Spans
960,multi_train,multi,Multi-Image Spans
961,multi_train,multi,Multi-Image Spans
7379,multi_train,multi,Multi-Image Spans
7380,multi_train,multi,Cross-Image Synthesis
7381,multi_train,multi,Cross-Image Synthesis
7382,multi_train,multi,Non-Span
877,multi_train,multi,Non-Span
878,multi_train,multi,Multi-Image Spans
880,multi_train,multi,Cross-Image Synthesis
308,multi_train,multi,Multi-Image Spans
309,multi_train,multi,Cross-Image Synthesis
310,multi_train,multi,Non-Span
6556,multi_train,multi,Multi-Image Spans
8255,multi_train,multi,Multi-Image Spans
1161,multi_train,multi,Multi-Image Spans
3621,multi_train,multi,Multi-Image Spans
3622,multi_train,multi,Cross-Image Synthesis
3612,multi_train,multi,Non-Span
3613,multi_train,multi,Multi-Image Spans
3614,multi_train,multi,Multi-Image Spans
3615,multi_train,multi,Multi-Image Spans
3616,multi_train,multi,Multi-Image Spans
3618,multi_train,multi,Multi-Image Spans
7098,multi_train,multi,Multi-Image Spans
7099,multi_train,multi,Non-Span
7094,multi_train,multi,Non-Span
7095,multi_train,multi,Multi-Image Spans
7096,multi_train,multi,Multi-Image Spans
7097,multi_train,multi,Non-Span
7092,multi_train,multi,Non-Span
7093,multi_train,multi,Multi-Image Spans
8288,multi_train,multi,Non-Span
8290,multi_train,multi,Multi-Image Spans
401,multi_train,multi,Cross-Image Synthesis
402,multi_train,multi,Non-Span
4254,multi_train,multi,Non-Span
4255,multi_train,multi,Cross-Image Synthesis
4256,multi_train,multi,Multi-Image Spans
4257,multi_train,multi,Cross-Image Synthesis
5334,multi_train,multi,Non-Span
5335,multi_train,multi,Multi-Image Spans
5336,multi_train,multi,Non-Span
5337,multi_train,multi,Cross-Image Synthesis
9471,multi_train,multi,Non-Span
9472,multi_train,multi,Multi-Image Spans
9473,multi_train,multi,Cross-Image Synthesis
9475,multi_train,multi,Multi-Image Spans
9484,multi_train,multi,Cross-Image Synthesis
9485,multi_train,multi,Multi-Image Spans
9483,multi_train,multi,Cross-Image Synthesis
9486,multi_train,multi,Non-Span
9477,multi_train,multi,Non-Span
9478,multi_train,multi,Multi-Image Spans
9479,multi_train,multi,Multi-Image Spans
9480,multi_train,multi,Multi-Image Spans
6375,multi_train,multi,Multi-Image Spans
6376,multi_train,multi,Multi-Image Spans
6377,multi_train,multi,Multi-Image Spans
3083,multi_train,multi,Non-Span
3084,multi_train,multi,Cross-Image Synthesis
3085,multi_train,multi,Multi-Image Spans
3086,multi_train,multi,Cross-Image Synthesis
3076,multi_train,multi,Non-Span
3077,multi_train,multi,Multi-Image Spans
3078,multi_train,multi,Cross-Image Synthesis
3079,multi_train,multi,Multi-Image Spans
3080,multi_train,multi,Multi-Image Spans
3081,multi_train,multi,Multi-Image Spans
3082,multi_train,multi,Non-Span
6618,multi_train,multi,Multi-Image Spans
2126,multi_train,multi,Cross-Image Synthesis
2127,multi_train,multi,Non-Span
2129,multi_train,multi,Multi-Image Spans
2130,multi_train,multi,Multi-Image Spans
3245,multi_train,multi,Multi-Image Spans
3246,multi_train,multi,Multi-Image Spans
3236,multi_train,multi,Multi-Image Spans
3239,multi_train,multi,Non-Span
1569,multi_train,multi,Multi-Image Spans
2177,multi_train,multi,Non-Span
2179,multi_train,multi,Multi-Image Spans
2180,multi_train,multi,Cross-Image Synthesis
5356,multi_train,multi,Multi-Image Spans
5357,multi_train,multi,Non-Span
5358,multi_train,multi,Multi-Image Spans
5359,multi_train,multi,Multi-Image Spans
5360,multi_train,multi,Cross-Image Synthesis
6600,multi_train,multi,Non-Span
6601,multi_train,multi,Multi-Image Spans
6603,multi_train,multi,Multi-Image Spans
2671,multi_train,multi,Non-Span
2663,multi_train,multi,Multi-Image Spans
2665,multi_train,multi,Multi-Image Spans
2667,multi_train,multi,Multi-Image Spans
2668,multi_train,multi,Non-Span
4426,multi_train,multi,Cross-Image Synthesis
4427,multi_train,multi,Non-Span
1238,multi_train,multi,Non-Span
1241,multi_train,multi,Cross-Image Synthesis
1242,multi_train,multi,Non-Span
6533,multi_train,multi,Multi-Image Spans
6535,multi_train,multi,Non-Span
4471,multi_train,multi,Cross-Image Synthesis
4472,multi_train,multi,Multi-Image Spans
4473,multi_train,multi,Non-Span
4474,multi_train,multi,Multi-Image Spans
5245,multi_train,multi,Non-Span
5246,multi_train,multi,Cross-Image Synthesis
3400,multi_train,multi,Multi-Image Spans
3401,multi_train,multi,Multi-Image Spans
3402,multi_train,multi,Cross-Image Synthesis
3403,multi_train,multi,Multi-Image Spans
3404,multi_train,multi,Non-Span
2052,multi_train,multi,Multi-Image Spans
4381,multi_train,multi,Cross-Image Synthesis
4382,multi_train,multi,Multi-Image Spans
4383,multi_train,multi,Non-Span
8146,multi_train,multi,Non-Span
8147,multi_train,multi,Multi-Image Spans
8148,multi_train,multi,Non-Span
8149,multi_train,multi,Cross-Image Synthesis
504,multi_train,multi,Non-Span
505,multi_train,multi,Multi-Image Spans
506,multi_train,multi,Cross-Image Synthesis
507,multi_train,multi,Cross-Image Synthesis
508,multi_train,multi,Multi-Image Spans
509,multi_train,multi,Multi-Image Spans
510,multi_train,multi,Non-Span
1352,multi_train,multi,Multi-Image Spans
5426,multi_train,multi,Multi-Image Spans
5428,multi_train,multi,Multi-Image Spans
1599,multi_train,multi,Multi-Image Spans
1600,multi_train,multi,Non-Span
3006,multi_train,multi,Non-Span
3007,multi_train,multi,Multi-Image Spans
3010,multi_train,multi,Multi-Image Spans
3011,multi_train,multi,Non-Span
3012,multi_train,multi,Cross-Image Synthesis
3013,multi_train,multi,Cross-Image Synthesis
3002,multi_train,multi,Non-Span
3003,multi_train,multi,Multi-Image Spans
4557,multi_train,multi,Multi-Image Spans
4558,multi_train,multi,Multi-Image Spans
4559,multi_train,multi,Non-Span
846,multi_train,multi,Multi-Image Spans
5592,multi_train,multi,Non-Span
5593,multi_train,multi,Multi-Image Spans
5594,multi_train,multi,Multi-Image Spans
9421,multi_train,multi,Multi-Image Spans
9422,multi_train,multi,Cross-Image Synthesis
9423,multi_train,multi,Multi-Image Spans
9424,multi_train,multi,Non-Span
9425,multi_train,multi,Multi-Image Spans
7679,multi_train,multi,Cross-Image Synthesis
7680,multi_train,multi,Multi-Image Spans
7681,multi_train,multi,Non-Span
7682,multi_train,multi,Non-Span
7683,multi_train,multi,Multi-Image Spans
8577,multi_train,multi,Cross-Image Synthesis
8578,multi_train,multi,Multi-Image Spans
8579,multi_train,multi,Non-Span
8580,multi_train,multi,Non-Span
8581,multi_train,multi,Multi-Image Spans
8582,multi_train,multi,Multi-Image Spans
8583,multi_train,multi,Multi-Image Spans
8584,multi_train,multi,Non-Span
8574,multi_train,multi,Multi-Image Spans
8575,multi_train,multi,Non-Span
8576,multi_train,multi,Cross-Image Synthesis
3137,multi_train,multi,Non-Span
3138,multi_train,multi,Cross-Image Synthesis
276,multi_train,multi,Non-Span
277,multi_train,multi,Multi-Image Spans
2391,multi_train,multi,Multi-Image Spans
2392,multi_train,multi,Non-Span
2003,multi_train,multi,Cross-Image Synthesis
2004,multi_train,multi,Multi-Image Spans
2005,multi_train,multi,Non-Span
211,multi_train,multi,Multi-Image Spans
7695,multi_train,multi,Multi-Image Spans
7696,multi_train,multi,Cross-Image Synthesis
7697,multi_train,multi,Non-Span
8238,multi_train,multi,Multi-Image Spans
7594,multi_train,multi,Multi-Image Spans
7595,multi_train,multi,Non-Span
7596,multi_train,multi,Multi-Image Spans
7597,multi_train,multi,Non-Span
5652,multi_train,multi,Multi-Image Spans
5653,multi_train,multi,Non-Span
5654,multi_train,multi,Multi-Image Spans
6220,multi_train,multi,Non-Span
6221,multi_train,multi,Multi-Image Spans
1012,multi_train,multi,Multi-Image Spans
5635,multi_train,multi,Multi-Image Spans
5636,multi_train,multi,Non-Span
5637,multi_train,multi,Multi-Image Spans
5638,multi_train,multi,Multi-Image Spans
5639,multi_train,multi,Non-Span
5980,multi_train,multi,Multi-Image Spans
5982,multi_train,multi,Multi-Image Spans
5983,multi_train,multi,Non-Span
5984,multi_train,multi,Multi-Image Spans
5987,multi_train,multi,Cross-Image Synthesis
5988,multi_train,multi,Non-Span
5989,multi_train,multi,Cross-Image Synthesis
5975,multi_train,multi,Non-Span
5978,multi_train,multi,Non-Span
8083,multi_train,multi,Cross-Image Synthesis
8085,multi_train,multi,Multi-Image Spans
8086,multi_train,multi,Multi-Image Spans
6210,multi_train,multi,Cross-Image Synthesis
6211,multi_train,multi,Non-Span
6212,multi_train,multi,Multi-Image Spans
6213,multi_train,multi,Multi-Image Spans
6214,multi_train,multi,Non-Span
1505,multi_train,multi,Multi-Image Spans
6450,multi_train,multi,Cross-Image Synthesis
6451,multi_train,multi,Multi-Image Spans
6452,multi_train,multi,Non-Span
5524,multi_train,multi,Multi-Image Spans
5525,multi_train,multi,Non-Span
5526,multi_train,multi,Cross-Image Synthesis
419,multi_train,multi,Non-Span
420,multi_train,multi,Multi-Image Spans
421,multi_train,multi,Non-Span
8201,multi_train,multi,Multi-Image Spans
8202,multi_train,multi,Cross-Image Synthesis
8203,multi_train,multi,Non-Span
4335,multi_train,multi,Multi-Image Spans
4336,multi_train,multi,Non-Span
3694,multi_train,multi,Multi-Image Spans
3695,multi_train,multi,Multi-Image Spans
3696,multi_train,multi,Cross-Image Synthesis
3697,multi_train,multi,Multi-Image Spans
3698,multi_train,multi,Non-Span
4715,multi_train,multi,Cross-Image Synthesis
4716,multi_train,multi,Multi-Image Spans
4717,multi_train,multi,Multi-Image Spans
4718,multi_train,multi,Multi-Image Spans
9405,multi_train,multi,Multi-Image Spans
9406,multi_train,multi,Non-Span
9407,multi_train,multi,Non-Span
9408,multi_train,multi,Multi-Image Spans
9409,multi_train,multi,Cross-Image Synthesis
9400,multi_train,multi,Cross-Image Synthesis
9401,multi_train,multi,Multi-Image Spans
9402,multi_train,multi,Non-Span
9404,multi_train,multi,Non-Span
9403,multi_train,multi,Cross-Image Synthesis
9411,multi_train,multi,Non-Span
1539,multi_train,multi,Non-Span
1540,multi_train,multi,Multi-Image Spans
1541,multi_train,multi,Multi-Image Spans
1544,multi_train,multi,Multi-Image Spans
1542,multi_train,multi,Non-Span
4995,multi_train,multi,Non-Span
4996,multi_train,multi,Multi-Image Spans
4997,multi_train,multi,Cross-Image Synthesis
4998,multi_train,multi,Cross-Image Synthesis
4999,multi_train,multi,Cross-Image Synthesis
5000,multi_train,multi,Multi-Image Spans
5001,multi_train,multi,Non-Span
4991,multi_train,multi,Non-Span
4992,multi_train,multi,Multi-Image Spans
4993,multi_train,multi,Multi-Image Spans
4994,multi_train,multi,Multi-Image Spans
5859,multi_train,multi,Multi-Image Spans
5861,multi_train,multi,Non-Span
5862,multi_train,multi,Non-Span
5863,multi_train,multi,Non-Span
5865,multi_train,multi,Cross-Image Synthesis
5866,multi_train,multi,Multi-Image Spans
5867,multi_train,multi,Multi-Image Spans
5868,multi_train,multi,Non-Span
119,multi_train,multi,Cross-Image Synthesis
118,multi_train,multi,Non-Span
1456,multi_train,multi,Non-Span
1457,multi_train,multi,Multi-Image Spans
1459,multi_train,multi,Non-Span
604,multi_train,multi,Multi-Image Spans
605,multi_train,multi,Multi-Image Spans
606,multi_train,multi,Multi-Image Spans
607,multi_train,multi,Multi-Image Spans
608,multi_train,multi,Non-Span
610,multi_train,multi,Multi-Image Spans
613,multi_train,multi,Multi-Image Spans
9053,multi_train,multi,Multi-Image Spans
9047,multi_train,multi,Multi-Image Spans
9048,multi_train,multi,Non-Span
9049,multi_train,multi,Multi-Image Spans
9051,multi_train,multi,Cross-Image Synthesis
9052,multi_train,multi,Multi-Image Spans
9055,multi_train,multi,Cross-Image Synthesis
9056,multi_train,multi,Multi-Image Spans
7703,multi_train,multi,Multi-Image Spans
8777,multi_train,multi,Multi-Image Spans
8780,multi_train,multi,Multi-Image Spans
8781,multi_train,multi,Multi-Image Spans
8782,multi_train,multi,Non-Span
8787,multi_train,multi,Cross-Image Synthesis
8788,multi_train,multi,Non-Span
8789,multi_train,multi,Multi-Image Spans
8790,multi_train,multi,Non-Span
8792,multi_train,multi,Multi-Image Spans
8783,multi_train,multi,Multi-Image Spans
8785,multi_train,multi,Cross-Image Synthesis
8786,multi_train,multi,Non-Span
1590,multi_train,multi,Non-Span
1591,multi_train,multi,Cross-Image Synthesis
1592,multi_train,multi,Multi-Image Spans
988,multi_train,multi,Multi-Image Spans
1844,multi_train,multi,Multi-Image Spans
1845,multi_train,multi,Multi-Image Spans
1245,multi_train,multi,Non-Span
6882,multi_train,multi,Multi-Image Spans
7784,multi_train,multi,Non-Span
4638,multi_train,multi,Multi-Image Spans
5807,multi_train,multi,Non-Span
5800,multi_train,multi,Multi-Image Spans
5802,multi_train,multi,Cross-Image Synthesis
1497,multi_train,multi,Multi-Image Spans
1499,multi_train,multi,Multi-Image Spans
6001,multi_train,multi,Multi-Image Spans
6002,multi_train,multi,Non-Span
6010,multi_train,multi,Multi-Image Spans
6013,multi_train,multi,Multi-Image Spans
6006,multi_train,multi,Cross-Image Synthesis
6007,multi_train,multi,Multi-Image Spans
6008,multi_train,multi,Multi-Image Spans
2688,multi_train,multi,Cross-Image Synthesis
2689,multi_train,multi,Multi-Image Spans
2690,multi_train,multi,Cross-Image Synthesis
2684,multi_train,multi,Multi-Image Spans
2686,multi_train,multi,Cross-Image Synthesis
8932,multi_train,multi,Cross-Image Synthesis
8933,multi_train,multi,Non-Span
8934,multi_train,multi,Cross-Image Synthesis
8935,multi_train,multi,Multi-Image Spans
8928,multi_train,multi,Non-Span
8930,multi_train,multi,Non-Span
8923,multi_train,multi,Non-Span
8924,multi_train,multi,Multi-Image Spans
8925,multi_train,multi,Multi-Image Spans
8926,multi_train,multi,Multi-Image Spans
8927,multi_train,multi,Cross-Image Synthesis
3249,multi_train,multi,Multi-Image Spans
3250,multi_train,multi,Multi-Image Spans
3254,multi_train,multi,Cross-Image Synthesis
3258,multi_train,multi,Multi-Image Spans
3251,multi_train,multi,Multi-Image Spans
3253,multi_train,multi,Cross-Image Synthesis
8385,multi_train,multi,Multi-Image Spans
8387,multi_train,multi,Multi-Image Spans
8389,multi_train,multi,Multi-Image Spans
8390,multi_train,multi,Multi-Image Spans
8391,multi_train,multi,Multi-Image Spans
8393,multi_train,multi,Non-Span
8383,multi_train,multi,Multi-Image Spans
9385,multi_train,multi,Multi-Image Spans
9386,multi_train,multi,Non-Span
9387,multi_train,multi,Cross-Image Synthesis
9388,multi_train,multi,Cross-Image Synthesis
5414,multi_train,multi,Cross-Image Synthesis
5415,multi_train,multi,Multi-Image Spans
5416,multi_train,multi,Non-Span
6891,multi_train,multi,Multi-Image Spans
6892,multi_train,multi,Multi-Image Spans
6893,multi_train,multi,Non-Span
9449,multi_train,multi,Multi-Image Spans
9450,multi_train,multi,Multi-Image Spans
9438,multi_train,multi,Non-Span
9439,multi_train,multi,Multi-Image Spans
9440,multi_train,multi,Cross-Image Synthesis
9441,multi_train,multi,Multi-Image Spans
9442,multi_train,multi,Multi-Image Spans
9443,multi_train,multi,Cross-Image Synthesis
1063,multi_train,multi,Cross-Image Synthesis
6974,multi_train,multi,Non-Span
3992,multi_train,multi,Multi-Image Spans
3993,multi_train,multi,Non-Span
4374,multi_train,multi,Cross-Image Synthesis
8618,multi_train,multi,Multi-Image Spans
8619,multi_train,multi,Multi-Image Spans
8620,multi_train,multi,Multi-Image Spans
8621,multi_train,multi,Non-Span
8622,multi_train,multi,Non-Span
4287,multi_train,multi,Multi-Image Spans
4288,multi_train,multi,Multi-Image Spans
4290,multi_train,multi,Multi-Image Spans
4291,multi_train,multi,Cross-Image Synthesis
4292,multi_train,multi,Non-Span
4293,multi_train,multi,Non-Span
4294,multi_train,multi,Cross-Image Synthesis
4296,multi_train,multi,Multi-Image Spans
4297,multi_train,multi,Multi-Image Spans
511,multi_train,multi,Cross-Image Synthesis
512,multi_train,multi,Cross-Image Synthesis
513,multi_train,multi,Multi-Image Spans
514,multi_train,multi,Non-Span
515,multi_train,multi,Multi-Image Spans
7705,multi_train,multi,Cross-Image Synthesis
7706,multi_train,multi,Non-Span
7707,multi_train,multi,Non-Span
7708,multi_train,multi,Non-Span
7704,multi_train,multi,Multi-Image Spans
1066,multi_train,multi,Multi-Image Spans
1067,multi_train,multi,Multi-Image Spans
1068,multi_train,multi,Multi-Image Spans
1069,multi_train,multi,Non-Span
1070,multi_train,multi,Non-Span
1071,multi_train,multi,Cross-Image Synthesis
4129,multi_train,multi,Multi-Image Spans
4130,multi_train,multi,Non-Span
4131,multi_train,multi,Multi-Image Spans
4132,multi_train,multi,Non-Span
4133,multi_train,multi,Cross-Image Synthesis
538,multi_train,multi,Non-Span
539,multi_train,multi,Multi-Image Spans
540,multi_train,multi,Multi-Image Spans
541,multi_train,multi,Cross-Image Synthesis
534,multi_train,multi,Cross-Image Synthesis
535,multi_train,multi,Multi-Image Spans
